entity_id,window_start,event_count,failed_login_ratio,login_frequency,geo_velocity,session_duration_anomaly,port_scan_index,dns_query_entropy,data_exfil_ratio,privilege_escalation_score,off_hours_ratio,connection_burstiness,generalized_ip
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T00:00:00,1,0.011897868669775758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T01:00:00,1,-0.025711128307224374,0.0,0.0,0.0,0.0,2.6464393446710157,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T01:00:00,1,0.0022149707729398438,0.0,0.0,0.0,0.0,2.6464393446710157,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T01:00:00,1,0.018631482649293866,0.0,0.0,0.0,0.0,2.6464393446710157,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T02:00:00,1,-0.01980445050008661,0.0,0.0,0.0,0.0,2.6464393446710157,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T04:00:00,1,0.011621751270762941,0.0,0.0,0.0,0.0,3.337175341123077,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T04:00:00,1,-0.014413197862768706,0.0,0.0,0.0,0.0,3.337175341123077,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T05:00:00,1,0.006900546655063456,0.0,0.0,0.0,0.0,3.337175341123077,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T05:00:00,1,0.00698541414961672,0.0,0.0,0.0,0.0,3.337175341123077,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T08:00:00,1,0.011391845343914351,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T08:00:00,2,0.0013865453309222595,2.0,1286.7334563759487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T08:00:00,2,0.013411711489297163,2.0,1286.7334563759487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T08:00:00,2,-0.006609856561537424,2.0,1286.7334563759487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T09:00:00,1,0.014333558170688605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T11:00:00,1,0.013551725462270554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T11:00:00,1,-0.004725622435897413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T11:00:00,1,0.055845520754000226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T12:00:00,1,0.03622892008360202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T15:00:00,1,-0.006543716242847864,0.0,0.0,0.0,0.0,2.6464393446710157,0.0,0.0,0.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T15:00:00,1,-0.0009829055799539948,0.0,0.0,0.0,0.0,2.6464393446710157,0.0,0.0,0.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T15:00:00,1,0.007740535459770774,0.0,0.0,0.0,0.0,2.6464393446710157,0.0,0.0,0.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T15:00:00,1,0.01898949375716383,0.0,0.0,0.0,0.0,2.6464393446710157,0.0,0.0,0.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T17:00:00,2,0.5017124343972953,1.0,3036.131987836725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T17:00:00,2,0.5099937533059082,1.0,3036.131987836725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T17:00:00,2,0.5518348246093608,1.0,3036.131987836725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T17:00:00,2,0.5087886854372493,1.0,3036.131987836725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T23:00:00,1,-0.014411536840711383,0.0,0.0,0.0,0.0,3.337175341123077,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T23:00:00,1,0.03937793617294239,0.0,0.0,0.0,0.0,3.337175341123077,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-28T23:00:00,1,-0.07721933232149822,0.0,0.0,0.0,0.0,3.337175341123077,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-29T00:00:00,2,-0.026278054048688385,0.0,0.0,0.0,0.0,3.337175341123077,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-29T00:00:00,1,-0.019436182349809955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-29T00:00:00,1,-0.03190390682106996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-29T00:00:00,1,0.0026045200230755527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
1c700796eb552a95620a27a65505c336c14223903a261ad3646bd153f00c5b2f,2026-07-29T01:00:00,2,0.007781540864703901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
